xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
58.5, 58, 1910, 21.1994, 2.47637, 0.0561222, 0.269741, 0.0333718, 0.0250087, 0.206391, 0.0162673, 0.0262707, 0.130183, 0.273178, 0.135901, 2.05636, 0.590578, 0.299625, 0.0477358, 8.84938, 1.1659, 0.00106206, 1.51539, 0.36874, 1.25286, 1.01867, 0.0493852, 0.13861, 0.025007, 0.161598, 0.00965914, 25.5, 15.5, 30.5, 11.5, 36.5, 8.5, 3.40683
59.5, 59, 1905, 21.8908, 2.51509, 0.0537228, 0.256937, 0.0320837, 0.0252686, 0.203318, 0.0162247, 0.0261172, 0.131138, 0.273178, 0.135031, 2.34362, 0.566882, 0.34148, 0.0495146, 9.08825, 1.25823, 0.00111637, 1.51766, 0.36874, 1.27953, 1.01846, 0.0505753, 0.141952, 0.0258407, 0.161185, 0.00965884, 26.5, 16.5, 31.5, 12.5, 36.5, 8.5, 3.41183
60.5, 60, 1989, 22.3864, 2.5709, 0.0548239, 0.26239, 0.0331478, 0.0256503, 0.20715, 0.0164137, 0.0264132, 0.13229, 0.301468, 0.150035, 2.31626, 0.639793, 0.337493, 0.0500784, 9.19485, 1.26155, 0.00121292, 1.57598, 0.478365, 1.31394, 1.04996, 0.050133, 0.141602, 0.0255605, 0.159256, 0.00965794, 27.5, 17.5, 32.5, 13.5, 37.5, 9.5, 3.4153
61.5, 61, 2112, 22.6825, 2.58969, 0.0551022, 0.265782, 0.0331688, 0.0268027, 0.208494, 0.0164722, 0.0273521, 0.134232, 0.28025, 0.151992, 2.41201, 0.633413, 0.351445, 0.0502728, 9.44557, 1.26487, 0.00115257, 1.5525, 0.43518, 1.3127, 1.04362, 0.0511407, 0.142477, 0.0267393, 0.160397, 0.00965705, 27.5, 17.5, 32.5, 13.5, 38.5, 9.5, 3.41733
62.5, 62, 2141, 23.3124, 2.61759, 0.0555497, 0.271101, 0.0336028, 0.0274796, 0.217202, 0.0173325, 0.0271481, 0.134232, 0.32357, 0.155253, 2.51232, 0.658932, 0.366061, 0.0507879, 9.65878, 1.35569, 0.00139999, 1.58355, 0.421892, 1.35747, 1.06959, 0.0512136, 0.147692, 0.027139, 0.160161, 0.00966016, 27.5, 17.5, 33.5, 13.5, 38.5, 9.5, 3.42155
63.5, 63, 2207, 23.8004, 2.76991, 0.056744, 0.275019, 0.0351569, 0.0266772, 0.225687, 0.0171269, 0.0279141, 0.13601, 0.316497, 0.162211, 2.37553, 0.615186, 0.34613, 0.0525959, 9.88119, 1.38858, 0.00122499, 1.71835, 0.528195, 1.38096, 1.06571, 0.052162, 0.147394, 0.0271595, 0.161461, 0.00965805, 28.5, 18.5, 34.5, 14.5, 39.5, 10.5, 3.42473
64.5, 64, 2127, 24.4703, 2.77446, 0.0577288, 0.280122, 0.0345829, 0.0273222, 0.230942, 0.0176169, 0.0288188, 0.137425, 0.32357, 0.161994, 2.49408, 0.69721, 0.363403, 0.0540151, 10.1786, 1.40638, 0.00156292, 1.7547, 0.494975, 1.43375, 1.11356, 0.0527958, 0.149529, 0.0285365, 0.162937, 0.00966728, 29.5, 19.5, 34.5, 14.5, 40.5, 10.5, 3.42898
65.5, 65, 2270, 25.2556, 2.74998, 0.0587558, 0.286245, 0.035388, 0.0282088, 0.227268, 0.0176906, 0.0290382, 0.142461, 0.320034, 0.149382, 2.63999, 0.687185, 0.384663, 0.0559299, 10.6353, 1.48514, 0.00143619, 1.76834, 0.541483, 1.48571, 1.11704, 0.0541318, 0.153169, 0.0289875, 0.162996, 0.00966126, 30.5, 19.5, 35.5, 15.5, 41.5, 11.5, 3.4338
66.5, 66, 2342, 26.1858, 2.76393, 0.0602638, 0.286905, 0.036004, 0.0290278, 0.232492, 0.0186683, 0.0307079, 0.14437, 0.345672, 0.167865, 2.86341, 0.759184, 0.417216, 0.0557744, 10.9735, 1.52165, 0.00141809, 1.82968, 0.541483, 1.54237, 1.14976, 0.0554723, 0.154359, 0.0303951, 0.164532, 0.00965861, 31.5, 20.5, 36.5, 15.5, 42.5, 11.5, 3.43928
67.5, 67, 2385, 26.6143, 2.77816, 0.0612027, 0.292915, 0.0375861, 0.0293829, 0.244429, 0.0187417, 0.0314287, 0.147333, 0.352744, 0.170692, 2.83149, 0.750982, 0.412566, 0.0575143, 11.3098, 1.56842, 0.00150861, 1.77515, 0.548127, 1.57886, 1.19741, 0.0557094, 0.159643, 0.0304737, 0.162386, 0.00965149, 31.5, 20.5, 37.5, 16.5, 43.5, 12.5, 3.44173
