xunit, xunit_low, fitted_data, total_model, Nnbb_invcoax, Ac228_central_fiber_shroud, Ac228_holders, Ac228_mini_shrouds, Bi212Tl208_central_fiber_shroud, Bi212Tl208_holders, Bi212Tl208_mini_shrouds, Bi212Tl208_outer_fiber_shroud, Co60_holders, K40_cables, K40_central_fiber_shroud, K40_close, K40_holders, K40_mini_shrouds, K40_outer_fiber_shroud, K42_above_array, K42_inside_ms, K42_nplus_bege, K42_nplus_invcoax, K42_nplus_semicoax, K42_outside_ms, Pb214Bi214_cables, Pb214Bi214_central_fiber_shroud, Pb214Bi214_mini_shrouds, Pb214Bi214_outer_fiber_shroud, Zn65_invcoax, alpha_high_energy_invcoax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
1164, 1158, 18.75, 17.2911, 11.0334, 0.0042557, 0.0160547, 0.00204136, 0.002206, 0.0188807, 0.00136754, 0.00265087, 0.0673968, 0.174463, 0.0745934, 1.31508, 0.298401, 0.174522, 0.0198653, 2.46875, 0.320704, 0.000903884, 0.501209, 0.132094, 0.516906, 0.107028, 0.0051435, 0.0138149, 0.0024037, 0.00664997, 0.0102655, 18.5417, 16.0417, 19.7083, 14.875, 20.875, 13.7083, 1.21536
1174.5, 1170, 18.1111, 19.4481, 10.6178, 0.00373777, 0.0141942, 0.00194073, 0.00219251, 0.0187896, 0.00134796, 0.00257671, 2.45398, 0.189176, 0.078658, 1.39843, 0.313963, 0.185584, 0.0200848, 2.50157, 0.322488, 0.000854746, 0.511727, 0.145832, 0.521666, 0.104141, 0.00504099, 0.0134408, 0.00240518, 0.0062108, 0.0102741, 20.9444, 17.9444, 22.3889, 16.5, 23.8333, 15.0556, -0.909523
1186.5, 1179, 17, 16.783, 10.2018, 0.00308642, 0.0118293, 0.00167909, 0.00216036, 0.0186149, 0.00135613, 0.00255641, 0.048656, 0.19016, 0.0832964, 1.44478, 0.330725, 0.191734, 0.0206457, 2.56803, 0.33264, 0.00094035, 0.511745, 0.141182, 0.534871, 0.104319, 0.00502652, 0.0132672, 0.00230229, 0.00533971, 0.0102838, 17.9, 15.7, 18.9, 14.6333, 19.9667, 13.6333, 0.205157
1201.5, 1194, 17.5333, 16.5721, 9.69921, 0.00313741, 0.0119272, 0.00162925, 0.0022296, 0.018533, 0.0013454, 0.00251562, 0.0445633, 0.203578, 0.0883686, 1.58441, 0.353915, 0.210265, 0.021339, 2.62189, 0.344512, 0.000941902, 0.516856, 0.149847, 0.545151, 0.10909, 0.00517261, 0.0141023, 0.00254009, 0.00475153, 0.010298, 17.6333, 15.5, 18.7, 14.4333, 19.7, 13.4333, 0.914484
1216.5, 1209, 15.6, 16.2846, 9.15773, 0.003186, 0.0120478, 0.00171311, 0.00219288, 0.018292, 0.00131781, 0.00253211, 0.0391216, 0.22149, 0.0956911, 1.65685, 0.390857, 0.219878, 0.0222115, 2.71026, 0.352949, 0.00105595, 0.527704, 0.158935, 0.555779, 0.0984353, 0.00478873, 0.0129155, 0.0022332, 0.00409229, 0.0103113, 17.3667, 15.2333, 18.3667, 14.1667, 19.4333, 13.1667, -0.657017
1231.5, 1224, 16.6667, 16.5188, 8.74757, 0.00346785, 0.0131163, 0.00185591, 0.00217871, 0.0186882, 0.00137476, 0.00254974, 0.0347641, 0.23754, 0.101907, 1.81499, 0.404025, 0.240864, 0.023298, 2.81149, 0.382218, 0.00115139, 0.546271, 0.151749, 0.581075, 0.318017, 0.0159818, 0.0425376, 0.00648519, 0.0032712, 0.0103233, 17.6333, 15.4333, 18.6333, 14.3667, 19.6333, 13.3667, 0.140942
1246.5, 1239, 15.1333, 15.4764, 8.19294, 0.0111955, 0.0394728, 0.00610395, 0.00223887, 0.0187077, 0.00135174, 0.00253416, 0.030523, 0.188299, 0.0832599, 1.48331, 0.334046, 0.196847, 0.0200733, 2.94024, 0.399002, 0.00117156, 0.572922, 0.162528, 0.592511, 0.152795, 0.00779468, 0.0204803, 0.00316303, 0.00254748, 0.0103361, 16.5, 14.4333, 17.5667, 13.4333, 18.5, 12.4333, -0.337733
1261.5, 1254, 13.5333, 14.67, 7.73553, 0.00306315, 0.0115329, 0.00163452, 0.00220398, 0.0189443, 0.00132647, 0.00246701, 0.0277702, 0.159665, 0.0671796, 1.20126, 0.273973, 0.159417, 0.0172333, 3.06078, 0.423377, 0.00122432, 0.577564, 0.170982, 0.623563, 0.0977479, 0.00477406, 0.0123937, 0.00198781, 0.00200798, 0.0103513, 15.7, 13.6333, 16.7, 12.6333, 17.6333, 11.7, -1.14934
1276.5, 1269, 13.6667, 14.3986, 7.25041, 0.00318021, 0.0118028, 0.00173611, 0.0023284, 0.0196112, 0.00141379, 0.00251408, 0.02667, 0.153374, 0.0630197, 1.12758, 0.258415, 0.14964, 0.016425, 3.20738, 0.450847, 0.00129647, 0.59754, 0.199726, 0.646969, 0.161896, 0.00808901, 0.0215612, 0.00330411, 0.00148296, 0.0103636, 15.4333, 13.3667, 16.3667, 12.4333, 17.3667, 11.4333, -0.747042
1291.5, 1284, 13.8667, 14.0411, 6.83884, 0.00674583, 0.0240798, 0.00365097, 0.00224429, 0.0190402, 0.00139645, 0.00243036, 0.0256747, 0.142845, 0.0613898, 1.07025, 0.239886, 0.142031, 0.0155538, 3.34916, 0.47936, 0.00136708, 0.625338, 0.192117, 0.67858, 0.0899116, 0.00447606, 0.011505, 0.00189599, 0.00100136, 0.0103786, 15.0333, 13.0333, 16.0333, 12.1, 16.9667, 11.1667, -0.180342
