energy, EnrBEGe, EnrCoax, EnrCoax_2, EnrInvCoax, EnrBEGe_2, EnrAll
533, 0.703621, 0.549403, 0.231328, 0.260243, 0.510848, 2.25544
534, 0.607235, 0.472294, 0.202412, 0.289159, 0.443378, 2.01448
535, 0.85784, 0.597596, 0.289159, 0.231328, 0.443378, 2.4193
536, 0.71326, 0.559042, 0.183134, 0.183134, 0.578319, 2.21689
537, 0.809646, 0.751814, 0.183134, 0.192773, 0.481932, 2.4193
538, 0.578319, 0.71326, 0.202412, 0.21205, 0.462655, 2.1687
539, 0.693983, 0.50121, 0.154218, 0.106025, 0.414462, 1.8699
540, 0.85784, 0.462655, 0.250605, 0.231328, 0.443378, 2.2458
541, 0.684344, 0.491571, 0.269882, 0.250605, 0.578319, 2.27472
542, 0.722899, 0.433739, 0.231328, 0.279521, 0.520487, 2.18797
543, 0.645789, 0.578319, 0.21205, 0.269882, 0.50121, 2.20725
544, 0.85784, 0.510848, 0.221689, 0.163857, 0.375907, 2.13014
