time, best, up, low
2017-05-30, 0.0442648, 0.0461057, 0.0424239
2017-06-01, 0.0442334, 0.0460762, 0.0423906
2017-06-02, 0.0442022, 0.0460469, 0.0423575
2017-06-03, 0.0441712, 0.0460179, 0.0423246
2017-06-05, 0.0441405, 0.045989, 0.042292
2017-06-06, 0.04411, 0.0459604, 0.0422596
2017-06-08, 0.0440796, 0.0459319, 0.0422274
2017-06-09, 0.0440495, 0.0459037, 0.0421954
2017-06-10, 0.0440196, 0.0458756, 0.0421636
2017-06-12, 0.0439899, 0.0458478, 0.042132
2017-06-13, 0.0439604, 0.0458202, 0.0421007
2017-06-14, 0.0439312, 0.0457928, 0.0420696
2017-06-16, 0.0439021, 0.0457655, 0.0420386
2017-06-17, 0.0438732, 0.0457385, 0.0420079
2017-06-19, 0.0438445, 0.0457117, 0.0419774
2017-06-20, 0.043816, 0.045685, 0.0419471
2017-06-21, 0.0437878, 0.0456586, 0.041917
2017-06-23, 0.0437597, 0.0456323, 0.041887
2017-06-24, 0.0437318, 0.0456062, 0.0418573
2017-06-26, 0.0437041, 0.0455803, 0.0418278
2017-06-27, 0.0436766, 0.0455546, 0.0417985
2017-06-28, 0.0436493, 0.0455291, 0.0417694
2017-06-30, 0.0436221, 0.0455038, 0.0417405
2017-07-01, 0.0435952, 0.0454786, 0.0417118
2017-07-03, 0.0435685, 0.0454537, 0.0416833
2017-07-04, 0.0435419, 0.0454289, 0.0416549
2017-07-05, 0.0435155, 0.0454043, 0.0416268
2017-07-07, 0.0434893, 0.0453798, 0.0415988
2017-07-08, 0.0434633, 0.0453556, 0.0415711
2017-07-10, 0.0434375, 0.0453315, 0.0415435
2017-07-11, 0.0434118, 0.0453076, 0.0415161
2017-07-12, 0.0433864, 0.0452838, 0.0414889
2017-07-14, 0.0433611, 0.0452602, 0.0414619
2017-07-15, 0.0433359, 0.0452368, 0.041435
2017-07-17, 0.043311, 0.0452136, 0.0414084
2017-07-18, 0.0432862, 0.0451905, 0.0413819
2017-07-19, 0.0432616, 0.0451676, 0.0413556
2017-07-21, 0.0432372, 0.0451449, 0.0413295
2017-07-22, 0.0432129, 0.0451223, 0.0413035
2017-07-23, 0.0431888, 0.0450999, 0.0412778
2017-07-25, 0.0431649, 0.0450776, 0.0412522
2017-07-26, 0.0431411, 0.0450555, 0.0412268
2017-07-28, 0.0431176, 0.0450336, 0.0412015
2017-07-29, 0.0430941, 0.0450118, 0.0411764
2017-07-30, 0.0430709, 0.0449902, 0.0411515
2017-08-01, 0.0430477, 0.0449687, 0.0411268
2017-08-02, 0.0430248, 0.0449474, 0.0411022
2017-08-04, 0.043002, 0.0449262, 0.0410778
2017-08-05, 0.0429794, 0.0449052, 0.0410536
2017-08-06, 0.0429569, 0.0448843, 0.0410295
2017-08-08, 0.0429346, 0.0448636, 0.0410056
2017-08-09, 0.0429124, 0.044843, 0.0409818
2017-08-11, 0.0428904, 0.0448226, 0.0409583
2017-08-12, 0.0428686, 0.0448023, 0.0409348
2017-08-13, 0.0428469, 0.0447822, 0.0409116
2017-08-15, 0.0428253, 0.0447622, 0.0408885
2017-08-16, 0.0428039, 0.0447424, 0.0408655
2017-08-18, 0.0427827, 0.0447227, 0.0408427
2017-08-19, 0.0427616, 0.0447031, 0.0408201
2017-08-20, 0.0427406, 0.0446837, 0.0407976
2017-08-22, 0.0427198, 0.0446644, 0.0407752
2017-08-23, 0.0426991, 0.0446452, 0.0407531
2017-08-24, 0.0426786, 0.0446262, 0.040731
2017-08-26, 0.0426582, 0.0446073, 0.0407091
2017-08-27, 0.042638, 0.0445886, 0.0406874
2017-08-29, 0.0426179, 0.04457, 0.0406658
2017-08-30, 0.0425979, 0.0445515, 0.0406444
2017-08-31, 0.0425781, 0.0445331, 0.0406231
2017-09-02, 0.0425584, 0.0445149, 0.0406019
2017-09-03, 0.0425389, 0.0444968, 0.0405809
2017-09-05, 0.0425195, 0.0444788, 0.0405601
2017-09-06, 0.0425002, 0.044461, 0.0405394
2017-09-07, 0.042481, 0.0444433, 0.0405188
2017-09-09, 0.042462, 0.0444257, 0.0404984
2017-09-10, 0.0424432, 0.0444083, 0.0404781
2017-09-12, 0.0424244, 0.0443909, 0.0404579
2017-09-13, 0.0424058, 0.0443737, 0.0404379
2017-09-14, 0.0423873, 0.0443566, 0.040418
2017-09-16, 0.0423689, 0.0443397, 0.0403982
2017-09-17, 0.0423507, 0.0443228, 0.0403786
2017-09-19, 0.0423326, 0.0443061, 0.0403591
2017-09-20, 0.0423146, 0.0442895, 0.0403398
2017-09-21, 0.0422968, 0.044273, 0.0403206
2017-09-23, 0.0422791, 0.0442566, 0.0403015
2017-09-24, 0.0422614, 0.0442403, 0.0402825
2017-09-25, 0.042244, 0.0442242, 0.0402637
2017-09-27, 0.0422266, 0.0442082, 0.040245
2017-09-28, 0.0422094, 0.0441923, 0.0402265
2017-09-30, 0.0421922, 0.0441765, 0.040208
2017-10-01, 0.0421752, 0.0441608, 0.0401897
2017-10-02, 0.0421583, 0.0441452, 0.0401715
2017-10-04, 0.0421416, 0.0441297, 0.0401534
2017-10-05, 0.0421249, 0.0441143, 0.0401355
2017-10-07, 0.0421084, 0.0440991, 0.0401177
2017-10-08, 0.042092, 0.0440839, 0.0401
2017-10-09, 0.0420757, 0.0440689, 0.0400824
2017-10-11, 0.0420595, 0.044054, 0.0400649
2017-10-12, 0.0420434, 0.0440392, 0.0400476
2017-10-14, 0.0420274, 0.0440244, 0.0400304
2017-10-15, 0.0420116, 0.0440098, 0.0400133
2017-10-16, 0.0419958, 0.0439953, 0.0399963
2017-10-18, 0.0419802, 0.0439809, 0.0399794
2017-10-19, 0.0419646, 0.0439666, 0.0399627
2017-10-21, 0.0419492, 0.0439524, 0.039946
2017-10-22, 0.0419339, 0.0439383, 0.0399295
2017-10-23, 0.0419187, 0.0439242, 0.0399131
2017-10-25, 0.0419036, 0.0439103, 0.0398968
2017-10-26, 0.0418886, 0.0438965, 0.0398806
2017-10-27, 0.0418737, 0.0438828, 0.0398646
2017-10-29, 0.0418589, 0.0438692, 0.0398486
2017-10-30, 0.0418442, 0.0438557, 0.0398327
2017-11-01, 0.0418296, 0.0438422, 0.039817
2017-11-02, 0.0418151, 0.0438289, 0.0398014
