time, best, up, low
2019-05-30, 0.0418394, 0.0441051, 0.0395737
2019-05-31, 0.0418012, 0.0440731, 0.0395293
2019-06-02, 0.0417632, 0.0440413, 0.0394852
2019-06-03, 0.0417255, 0.0440099, 0.0394412
2019-06-04, 0.0416881, 0.0439787, 0.0393976
2019-06-06, 0.041651, 0.0439478, 0.0393541
2019-06-07, 0.0416141, 0.0439171, 0.039311
2019-06-09, 0.0415774, 0.0438868, 0.039268
2019-06-10, 0.041541, 0.0438567, 0.0392254
2019-06-11, 0.0415049, 0.0438268, 0.0391829
2019-06-13, 0.041469, 0.0437973, 0.0391407
2019-06-14, 0.0414334, 0.0437679, 0.0390988
2019-06-16, 0.041398, 0.0437389, 0.0390571
2019-06-17, 0.0413629, 0.04371, 0.0390157
2019-06-18, 0.041328, 0.0436815, 0.0389744
2019-06-20, 0.0412933, 0.0436532, 0.0389335
2019-06-21, 0.0412589, 0.0436251, 0.0388928
2019-06-23, 0.0412248, 0.0435972, 0.0388523
2019-06-24, 0.0411908, 0.0435696, 0.038812
2019-06-25, 0.0411572, 0.0435423, 0.038772
2019-06-27, 0.0411237, 0.0435151, 0.0387323
2019-06-28, 0.0410905, 0.0434882, 0.0386928
2019-06-30, 0.0410575, 0.0434615, 0.0386535
2019-07-01, 0.0410248, 0.0434351, 0.0386144
2019-07-02, 0.0409922, 0.0434089, 0.0385756
2019-07-04, 0.04096, 0.0433829, 0.0385371
2019-07-05, 0.0409279, 0.0433571, 0.0384987
2019-07-07, 0.040896, 0.0433315, 0.0384606
2019-07-08, 0.0408644, 0.0433061, 0.0384227
2019-07-09, 0.040833, 0.043281, 0.0383851
2019-07-11, 0.0408019, 0.043256, 0.0383477
2019-07-12, 0.0407709, 0.0432313, 0.0383105
2019-07-14, 0.0407402, 0.0432068, 0.0382735
2019-07-15, 0.0407096, 0.0431824, 0.0382368
2019-07-16, 0.0406793, 0.0431583, 0.0382003
2019-07-18, 0.0406492, 0.0431344, 0.0381641
2019-07-19, 0.0406193, 0.0431106, 0.038128
2019-07-21, 0.0405896, 0.0430871, 0.0380922
2019-07-22, 0.0405602, 0.0430637, 0.0380566
2019-07-23, 0.0405309, 0.0430406, 0.0380212
2019-07-25, 0.0405018, 0.0430176, 0.0379861
2019-07-26, 0.040473, 0.0429948, 0.0379511
2019-07-28, 0.0404443, 0.0429722, 0.0379164
2019-07-29, 0.0404159, 0.0429498, 0.0378819
2019-07-30, 0.0403876, 0.0429276, 0.0378476
2019-08-01, 0.0403596, 0.0429055, 0.0378136
2019-08-02, 0.0403317, 0.0428837, 0.0377797
2019-08-04, 0.040304, 0.042862, 0.0377461
2019-08-05, 0.0402766, 0.0428404, 0.0377127
2019-08-06, 0.0402493, 0.0428191, 0.0376795
2019-08-08, 0.0402222, 0.0427979, 0.0376465
2019-08-09, 0.0401953, 0.0427769, 0.0376137
2019-08-11, 0.0401686, 0.042756, 0.0375811
2019-08-12, 0.040142, 0.0427353, 0.0375487
2019-08-13, 0.0401157, 0.0427148, 0.0375166
2019-08-15, 0.0400896, 0.0426945, 0.0374846
2019-08-16, 0.0400636, 0.0426743, 0.0374529
2019-08-18, 0.0400378, 0.0426543, 0.0374213
2019-08-19, 0.0400122, 0.0426344, 0.03739
2019-08-20, 0.0399868, 0.0426147, 0.0373588
2019-08-22, 0.0399615, 0.0425951, 0.0373279
2019-08-23, 0.0399364, 0.0425757, 0.0372972
2019-08-25, 0.0399115, 0.0425564, 0.0372666
2019-08-26, 0.0398868, 0.0425373, 0.0372363
2019-08-28, 0.0398623, 0.0425184, 0.0372061
2019-08-29, 0.0398379, 0.0424996, 0.0371762
2019-08-30, 0.0398137, 0.0424809, 0.0371464
2019-09-01, 0.0397896, 0.0424624, 0.0371168
2019-09-02, 0.0397658, 0.042444, 0.0370875
2019-09-04, 0.0397421, 0.0424258, 0.0370583
2019-09-05, 0.0397185, 0.0424077, 0.0370293
2019-09-06, 0.0396951, 0.0423898, 0.0370005
2019-09-08, 0.0396719, 0.042372, 0.0369719
2019-09-09, 0.0396489, 0.0423543, 0.0369435
2019-09-11, 0.039626, 0.0423368, 0.0369152
2019-09-12, 0.0396033, 0.0423194, 0.0368872
2019-09-13, 0.0395807, 0.0423021, 0.0368593
2019-09-15, 0.0395583, 0.042285, 0.0368316
2019-09-16, 0.0395361, 0.042268, 0.0368041
2019-09-18, 0.039514, 0.0422512, 0.0367768
2019-09-19, 0.039492, 0.0422344, 0.0367496
2019-09-20, 0.0394702, 0.0422178, 0.0367226
2019-09-22, 0.0394486, 0.0422013, 0.0366958
2019-09-23, 0.0394271, 0.042185, 0.0366692
2019-09-25, 0.0394058, 0.0421688, 0.0366428
2019-09-26, 0.0393846, 0.0421527, 0.0366165
2019-09-27, 0.0393636, 0.0421367, 0.0365904
2019-09-29, 0.0393427, 0.0421208, 0.0365645
2019-09-30, 0.0393219, 0.0421051, 0.0365388
2019-10-02, 0.0393013, 0.0420895, 0.0365132
2019-10-03, 0.0392809, 0.042074, 0.0364878
2019-10-04, 0.0392606, 0.0420586, 0.0364626
2019-10-06, 0.0392404, 0.0420433, 0.0364375
2019-10-07, 0.0392204, 0.0420282, 0.0364126
2019-10-09, 0.0392005, 0.0420132, 0.0363878
2019-10-10, 0.0391808, 0.0419983, 0.0363633
2019-10-11, 0.0391612, 0.0419834, 0.0363389
2019-10-13, 0.0391417, 0.0419688, 0.0363146
2019-10-14, 0.0391224, 0.0419542, 0.0362905
2019-10-16, 0.0391032, 0.0419397, 0.0362666
2019-10-17, 0.0390841, 0.0419253, 0.0362428
2019-10-18, 0.0390652, 0.0419111, 0.0362192
2019-10-20, 0.0390464, 0.0418969, 0.0361958
2019-10-21, 0.0390277, 0.0418829, 0.0361725
2019-10-23, 0.0390092, 0.041869, 0.0361494
2019-10-24, 0.0389908, 0.0418551, 0.0361264
2019-10-25, 0.0389725, 0.0418414, 0.0361036
2019-10-27, 0.0389543, 0.0418278, 0.0360809
2019-10-28, 0.0389363, 0.0418143, 0.0360584
2019-10-30, 0.0389184, 0.0418008, 0.036036
2019-10-31, 0.0389006, 0.0417875, 0.0360138
2019-11-01, 0.038883, 0.0417743, 0.0359917
2019-11-03, 0.0388655, 0.0417612, 0.0359698
2019-11-04, 0.0388481, 0.0417482, 0.035948
2019-11-06, 0.0388308, 0.0417352, 0.0359264
2019-11-07, 0.0388136, 0.0417224, 0.0359049
2019-11-08, 0.0387966, 0.0417097, 0.0358835
2019-11-10, 0.0387797, 0.041697, 0.0358623
2019-11-11, 0.0387629, 0.0416845, 0.0358413
2019-11-13, 0.0387462, 0.041672, 0.0358204
2019-11-14, 0.0387296, 0.0416597, 0.0357996
2019-11-15, 0.0387132, 0.0416474, 0.035779
2019-11-17, 0.0386969, 0.0416352, 0.0357585
2019-11-18, 0.0386807, 0.0416232, 0.0357381
2019-11-20, 0.0386645, 0.0416112, 0.0357179
2019-11-21, 0.0386486, 0.0415993, 0.0356978
2019-11-23, 0.0386327, 0.0415874, 0.0356779
2019-11-24, 0.0386169, 0.0415757, 0.0356581
2019-11-25, 0.0386012, 0.0415641, 0.0356384
