xunit, xunit_low, fitted_data, total_model, Nnbb_coax, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_coax, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
15169.5, 15150.3, 0, 0.0204365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0204365, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.337537
15208, 15188.8, 0, 0.0227477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0227477, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.340144
15246.5, 15227.3, 0, 0.025475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.025475, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.35794
15285, 15265.7, 0, 0.0286826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0286826, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.364126
15323.5, 15304.2, 0, 0.0325189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0325189, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.386368
15361.9, 15342.7, 1, 0.0370662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0370662, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.397313
15400.4, 15381.2, 0, 0.0426788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0426788, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.412014
15438.9, 15419.7, 1, 0.0495146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0495146, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.430525
15477.4, 15458.2, 0, 0.058124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.058124, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.454554
15515.9, 15496.6, 0, 0.0689831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0689831, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.470793
15554.4, 15535.1, 0, 0.0830179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0830179, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.509834
15592.8, 15573.6, 1, 0.10161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10161, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.546274
15631.3, 15612.1, 0, 0.126979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.126979, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.584381
15669.8, 15650.6, 0, 0.163007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.163007, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.631851
15708.3, 15689.1, 0, 0.216436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.216436, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.716908
15746.8, 15727.5, 1, 0.300632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.300632, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.802837
15785.3, 15766, 1, 0.445713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.445713, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.961632
15823.8, 15804.5, 0, 0.72742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.72742, 0.1, 0, 0.166667, 0, 0.3, 0, 1.17751
15862.2, 15843, 0, 1.39773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39773, 0.166667, 0, 0.3, 0, 0.433333, 0, 1.60158
15900.7, 15881.5, 0, 2.61543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61543, 0.3, 0.0333333, 0.433333, 0, 0.566667, 0, 2.2085
15939.2, 15920, 0, 0.286987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.286987, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.785562
15977.7, 15958.4, 0, 0.000412323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000412323, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.161076
16016.2, 15996.9, 1, 0.000414905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000414905, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16131
16054.7, 16035.4, 0, 0.000416015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000416015, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16141
16093.1, 16073.9, 0, 0.000415008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000415008, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.161319
16131.6, 16112.4, 0, 0.000421686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000421686, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.161918
16170.1, 16150.9, 0, 0.00042526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00042526, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.162236
16208.6, 16189.3, 0, 0.000426297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000426297, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.162328
16247.1, 16227.8, 0, 0.000433416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000433416, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.162954
16285.6, 16266.3, 0, 0.00043674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00043674, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.163245
16324, 16304.8, 0, 0.000436637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000436637, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.163236
16362.5, 16343.3, 0, 0.000439954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000439954, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.163524
16401, 16381.8, 0, 0.000446588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000446588, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.164095
16439.5, 16420.2, 0, 0.000452736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000452736, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16462
16478, 16458.7, 0, 0.000452839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000452839, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.164629
16516.5, 16497.2, 0, 0.000454266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000454266, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16475
16554.9, 16535.7, 0, 0.000463525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000463525, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.165529
16593.4, 16574.2, 0, 0.000467062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000467062, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.165824
16631.9, 16612.7, 0, 0.000473313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000473313, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.166341
16670.4, 16651.1, 0, 0.000476498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000476498, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.166602
16708.9, 16689.6, 0, 0.000481859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000481859, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16704
16747.4, 16728.1, 1, 0.000485992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000485992, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.167375
16785.8, 16766.6, 0, 0.000492339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000492339, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.167886
16824.3, 16805.1, 0, 0.000499135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000499135, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.168429
16862.8, 16843.6, 0, 0.000505474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000505474, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.16893
16901.3, 16882, 0, 0.000511409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000511409, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.169395
16939.8, 16920.5, 0, 0.000519903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000519903, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.170054
16978.3, 16959, 0, 0.000525177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000525177, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.17046
17016.7, 16997.5, 0, 0.000527515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000527515, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.170639
17055.2, 17036, 0, 0.000539253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000539253, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.17153
17093.7, 17074.5, 0, 0.000547865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000547865, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.172174
17132.2, 17113, 0, 0.000554403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000554403, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.172659
17170.7, 17151.4, 0, 0.000558793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000558793, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.172983
17209.2, 17189.9, 0, 0.000573752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000573752, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.174072
17247.6, 17228.4, 0, 0.000580746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000580746, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.174575
17286.1, 17266.9, 0, 0.000586115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000586115, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.174958
17324.6, 17305.4, 0, 0.00060078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00060078, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.175992
17363.1, 17343.9, 0, 0.000612135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000612135, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.176781
17401.6, 17382.3, 0, 0.000622071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000622071, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.177463
17440.1, 17420.8, 0, 0.000637912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000637912, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.178535
17478.5, 17459.3, 0, 0.000653312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000653312, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.179561
17517, 17497.8, 0, 0.000660335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000660335, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.180023
17555.5, 17536.3, 0, 0.000674603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000674603, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.180952
17594, 17574.8, 0, 0.000689716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000689716, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.181921
17632.5, 17613.2, 0, 0.000709499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000709499, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.183168
17671, 17651.7, 0, 0.000720671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000720671, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.171321
17709.4, 17690.2, 0, 0.000741344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000741344, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.172546
17747.9, 17728.7, 0, 0.000760627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000760627, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.173669
17786.4, 17767.2, 0, 0.000779668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000779668, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.174759
17824.9, 17805.7, 0, 0.000793347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000793347, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.175531
17863.4, 17844.1, 1, 0.00081605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00081605, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.176793
17901.9, 17882.6, 0, 0.000839988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000839988, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.178099
17940.3, 17921.1, 0, 0.000863765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000863765, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.179372
17978.8, 17959.6, 0, 0.000893668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000893668, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.18094
18017.3, 17998.1, 0, 0.000914709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000914709, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.182023
18055.8, 18036.6, 0, 0.000945774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000945774, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.183591
18094.3, 18075, 0, 0.0009837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0009837, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.185461
18132.8, 18113.5, 0, 0.00102528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00102528, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.187457
18171.2, 18152, 0, 0.00108332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00108332, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.190156
18209.7, 18190.5, 0, 0.00115987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00115987, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.193574
18248.2, 18229, 0, 0.00112399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00112399, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.191991
18286.7, 18267.5, 0, 0.00115502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00115502, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.193362
18325.2, 18305.9, 0, 0.00119647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00119647, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.195157
18363.7, 18344.4, 0, 0.00124242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00124242, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.197099
18402.2, 18382.9, 0, 0.00129184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00129184, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.199137
18440.6, 18421.4, 0, 0.00134836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00134836, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.201407
18479.1, 18459.9, 0, 0.00140617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00140617, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.190978
18517.6, 18498.4, 0, 0.00146657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00146657, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.193208
18556.1, 18536.8, 0, 0.00153302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00153302, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.195595
18594.6, 18575.3, 0, 0.00160026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00160026, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.197944
18633.1, 18613.8, 0, 0.0016731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016731, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.20042
18671.5, 18652.3, 0, 0.00176521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00176521, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.203454
18710, 18690.8, 0, 0.00185685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00185685, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.206375
18748.5, 18729.3, 0, 0.00195524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00195524, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.209413
18787, 18767.7, 0, 0.00205768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00205768, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.212475
18825.5, 18806.2, 0, 0.00217213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00217213, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.215787
18864, 18844.7, 0, 0.00230148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00230148, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.219401
18902.4, 18883.2, 1, 0.00243595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00243595, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.210214
18940.9, 18921.7, 0, 0.00258632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00258632, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.214021
18979.4, 18960.2, 0, 0.00275556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00275556, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.218148
19017.9, 18998.6, 0, 0.00294022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00294022, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.22248
19056.4, 19037.1, 0, 0.0031419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0031419, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.227029
19094.9, 19075.6, 0, 0.00336973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00336973, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.231961
19133.3, 19114.1, 0, 0.00363371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00363371, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.237435
19171.8, 19152.6, 0, 0.00391314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00391314, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.230028
19210.3, 19191.1, 0, 0.0042272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0042272, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.235838
19248.8, 19229.5, 0, 0.00459226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00459226, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.242286
19287.3, 19268, 0, 0.0050009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0050009, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.249165
19325.8, 19306.5, 0, 0.00544858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00544858, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.256344
19364.2, 19345, 0, 0.00597436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00597436, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.251245
19402.7, 19383.5, 0, 0.00657107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00657107, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.259678
19441.2, 19422, 0, 0.00727404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00727404, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.269091
19479.7, 19460.5, 0, 0.00806054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00806054, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.265932
19518.2, 19498.9, 0, 0.00900795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00900795, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.277013
19556.7, 19537.4, 0, 0.0101057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0101057, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.289115
19595.1, 19575.9, 0, 0.0113833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0113833, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.289048
19633.6, 19614.4, 0, 0.0129482, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0129482, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.303975
19672.1, 19652.9, 0, 0.0147881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0147881, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.307017
19710.6, 19691.4, 0, 0.0170418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0170418, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.325493
19749.1, 19729.8, 0, 0.0197869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0197869, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.332856
19787.6, 19768.3, 0, 0.0232372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0232372, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.343402
19826, 19806.8, 0, 0.0275546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0275546, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.370972
19864.5, 19845.3, 0, 0.0331698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0331698, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.376313
19903, 19883.8, 0, 0.0404666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0404666, 0.0333333, 0, 0.0333333, 0, 0.1, 0, 0.401025
19941.5, 19922.3, 1, 0.050439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.050439, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.434755
19980, 19960.7, 0, 0.0642835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0642835, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.466098
20018.5, 19999.2, 1, 0.0845696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0845696, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.501128
20056.9, 20037.7, 1, 0.115893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.115893, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.564059
20095.4, 20076.2, 0, 0.168279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.168279, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.646829
20133.9, 20114.7, 0, 0.265785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.265785, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.764908
20172.4, 20153.2, 0, 0.481467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.481467, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.991782
20210.9, 20191.6, 1, 1.10037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10037, 0.1, 0, 0.233333, 0, 0.366667, 0, 1.43688
20249.4, 20230.1, 0, 0.893505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.893505, 0.1, 0, 0.233333, 0, 0.3, 0, 1.31429
20287.8, 20268.6, 0, 0.000394901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000394901, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.159474
20326.3, 20307.1, 0, 7.35438e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35438e-09, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0662576
20364.8, 20345.6, 0, 3.67719e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67719e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.065536
20403.3, 20384.1, 0, 5.14807e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14807e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.068015
20441.8, 20422.5, 0, 2.94175e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94175e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0639563
20480.3, 20461, 0, 5.14807e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14807e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.068015
20518.8, 20499.5, 0, 2.20631e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20631e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0619915
20557.2, 20538, 0, 1.47088e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47088e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0707989
20595.7, 20576.5, 0, 2.94175e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94175e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0639563
20634.2, 20615, 0, 3.67719e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67719e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.065536
20672.7, 20653.4, 0, 2.20631e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20631e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0619915
20711.2, 20691.9, 0, 2.94175e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94175e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0639563
20749.7, 20730.4, 0, 3.67719e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67719e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.065536
20788.1, 20768.9, 0, 1.47088e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47088e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0707989
20826.6, 20807.4, 0, 2.20631e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20631e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.0619915
20865.1, 20845.9, 0, 3.67719e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67719e-08, 0.0333333, 0, 0.0333333, 0, 0.0333333, 0, 0.065536
