xunit, xunit_low, fitted_data, total_model, Nnbb_bege, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, alpha_high_energy_bege, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
7.5, 0, 0, 540.887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 540.887, 564.5, 517.5, 587.5, 493.5, 610.5, 471.5, -23.257
22.5, 15, 0, 2.0622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0622, 3.5, 0.5, 5.5, 0, 7.5, 0, -1.99264
37.5, 30, 2535, 28.9865, 21.0458, 0.246764, 0.00108663, 0.476461, 0.120767, 0.0608085, 1.36275, 0.340323, 0.255054, 3.03746, 2.0392, 34.5, 23.5, 40.5, 18.5, 45.5, 13.5, 3.45455
52.5, 45, 6502, 85.94, 65.4604, 0.769095, 0.00335045, 1.42182, 0.41684, 0.191781, 3.86602, 1.01747, 0.551087, 10.2078, 2.03438, 95.5, 76.5, 104.5, 66.5, 113.5, 57.5, 692.103
67.5, 60, 8329, 91.8231, 70.6622, 0.793649, 0.0038334, 1.71677, 0.405153, 0.245573, 4.21195, 1.01112, 0.669581, 10.07, 2.03325, 101.5, 81.5, 111.5, 72.5, 120.5, 62.5, 859.612
82.5, 75, 9984, 102.098, 76.7799, 0.997888, 0.00319953, 1.72434, 0.529816, 0.357835, 5.9395, 0.953921, 0.735619, 12.034, 2.04206, 112.5, 91.5, 122.5, 81.5, 132.5, 71.5, 977.984
97.5, 90, 10030, 115.127, 82.5848, 1.27159, 0.0040145, 1.81509, 0.751871, 0.399933, 8.67129, 0.893546, 0.781468, 15.9221, 2.03104, 126.5, 103.5, 137.5, 93.5, 147.5, 82.5, 924.058
112.5, 105, 8730, 127.857, 88.3759, 1.51628, 0.00434653, 1.98904, 0.860951, 0.50284, 11.531, 0.860817, 0.791116, 19.3921, 2.03276, 139.5, 116.5, 150.5, 104.5, 161.5, 93.5, 760.754
127.5, 120, 7565, 141.017, 95.0074, 2.32652, 0.00470874, 1.83778, 0.973926, 0.453725, 13.6128, 0.80076, 0.7704, 23.1998, 2.02883, 153.5, 128.5, 165.5, 116.5, 176.5, 105.5, 625.175
142.5, 135, 6033, 158.059, 103.716, 1.88913, 0.00519169, 2.12517, 1.19209, 0.460742, 15.3194, 0.766759, 0.843587, 29.7114, 2.02862, 171.5, 145.5, 183.5, 132.5, 195.5, 120.5, 467.299
157.5, 150, 11779, 409.623, 271.25, 5.07429, 0.0130698, 4.47722, 2.6257, 1.07117, 37.7713, 1.72958, 2.30911, 81.2693, 2.03222, 430.5, 388.5, 450.5, 368.5, 470.5, 349.5, 561.752
172.5, 165, 15495, 680.404, 468.263, 8.01155, 0.0210988, 7.07885, 4.51902, 1.59272, 58.8017, 2.67301, 3.07375, 124.315, 2.05354, 706.5, 653.5, 732.5, 627.5, 758.5, 602.5, 567.945
187.5, 180, 13382, 723.279, 512.742, 8.66466, 0.0227589, 7.07885, 4.47227, 1.35884, 57.4515, 2.59198, 2.78316, 123.962, 2.15066, 750.5, 695.5, 777.5, 669.5, 803.5, 642.5, 470.692
202.5, 195, 10495, 761.164, 543.205, 23.0716, 0.023755, 7.0486, 4.46448, 1.16004, 53.8643, 2.43183, 2.70061, 121.172, 2.02208, 789.5, 733.5, 816.5, 705.5, 843.5, 678.5, 352.813
217.5, 210, 8837, 766.744, 572.21, 9.51177, 0.0285543, 7.97127, 4.56577, 1.08052, 49.9522, 2.36033, 2.5465, 114.494, 2.02279, 794.5, 738.5, 822.5, 710.5, 849.5, 684.5, 291.449
232.5, 225, 7550, 798.814, 603.32, 5.77811, 0.0315425, 8.50823, 5.04494, 0.972936, 46.9856, 2.2971, 2.48249, 121.369, 2.02451, 827.5, 770.5, 855.5, 741.5, 883.5, 714.5, 238.868
247.5, 240, 6198, 1056.82, 634.748, 5.49558, 0.0285845, 8.1679, 4.56187, 0.919144, 43.1175, 2.17095, 2.40451, 353.183, 2.02592, 1089.5, 1023.5, 1122.5, 991.5, 1153.5, 959.5, 158.147
262.5, 255, 5307, 829.489, 666.926, 6.83658, 0.0264716, 7.23767, 3.86454, 0.799866, 40.0963, 2.09564, 2.43593, 97.1417, 2.02807, 858.5, 800.5, 887.5, 771.5, 915.5, 743.5, 155.465
277.5, 270, 4434, 860.06, 694.348, 7.30295, 0.0252944, 7.13179, 3.91518, 0.725025, 36.9662, 1.96567, 2.58279, 103.067, 2.02965, 889.5, 830.5, 919.5, 801.5, 947.5, 772.5, 121.866
292.5, 285, 3960, 1486.63, 725.877, 4.94164, 0.0243587, 6.6402, 3.57626, 0.608085, 33.7145, 1.93136, 12.9844, 694.301, 2.03134, 1525.5, 1447.5, 1564.5, 1409.5, 1601.5, 1371.5, 64.1486
307.5, 300, 3349, 867.868, 757.893, 5.10342, 0.0233626, 5.89904, 3.0854, 0.589375, 32.1106, 1.86081, 1.38768, 57.8825, 2.03313, 897.5, 837.5, 927.5, 808.5, 955.5, 779.5, 84.2215
322.5, 315, 2888, 907.014, 788.833, 8.02231, 0.0219138, 5.92929, 2.85945, 0.479452, 27.6743, 1.78423, 5.124, 64.2505, 2.03539, 937.5, 876.5, 967.5, 846.5, 996.5, 817.5, 65.7771
337.5, 330, 2547, 975.783, 818.307, 49.2714, 0.0207366, 5.49821, 2.77764, 0.435015, 25.7329, 1.7121, 1.13046, 68.8601, 2.03706, 1007.5, 944.5, 1038.5, 912.5, 1068.5, 882.5, 50.299
352.5, 345, 2488, 1960.24, 844.529, 1.64939, 0.0206762, 5.42258, 2.70362, 0.418643, 24.7182, 1.62345, 1.04134, 1076.08, 2.03902, 2004.5, 1915.5, 2049.5, 1871.5, 2092.5, 1828.5, 11.92
367.5, 360, 2032, 908.233, 869.008, 1.58398, 0.0200725, 5.43771, 2.38028, 0.390578, 23.0745, 1.62599, 1.07801, 1.59204, 2.04143, 938.5, 877.5, 968.5, 847.5, 998.5, 818.5, 37.2887
382.5, 375, 1803, 933.381, 896.383, 1.55158, 0.0196801, 4.87049, 2.43482, 0.334447, 21.435, 1.57959, 1.10166, 1.62756, 2.04323, 964.5, 902.5, 994.5, 871.5, 1024.5, 842.5, 28.4642
397.5, 390, 1649, 954.443, 919.276, 1.51128, 0.0188651, 4.94612, 2.22445, 0.280655, 19.762, 1.52399, 1.15903, 1.69515, 2.04544, 985.5, 923.5, 1016.5, 892.5, 1046.5, 862.5, 22.4819
412.5, 405, 1573, 981.162, 946.36, 1.83215, 0.0205253, 5.00662, 2.19328, 0.292349, 19.1561, 1.48141, 1.12451, 1.64721, 2.04773, 1012.5, 949.5, 1044.5, 918.5, 1074.5, 887.5, 18.8944
427.5, 420, 1452, 1000.99, 967.87, 1.44943, 0.0183822, 4.51504, 2.11926, 0.278316, 18.263, 1.44105, 1.24883, 1.73578, 2.04985, 1033.5, 968.5, 1064.5, 937.5, 1095.5, 906.5, 14.2552
442.5, 435, 1276, 1024.67, 992.583, 1.46475, 0.01639, 4.49235, 2.10368, 0.245573, 17.4118, 1.41436, 1.18552, 1.7054, 2.05218, 1057.5, 992.5, 1089.5, 960.5, 1120.5, 929.5, 7.85133
457.5, 450, 1283, 1050.06, 1013.64, 2.12413, 0.0174465, 4.7873, 2.14264, 0.222185, 16.4117, 1.35907, 5.46946, 1.83327, 2.05429, 1082.5, 1017.5, 1115.5, 984.5, 1146.5, 953.5, 7.18843
472.5, 465, 1233, 1067.43, 1034.43, 1.50196, 0.0169937, 4.59823, 2.11147, 0.19412, 15.787, 1.31553, 1.26628, 4.15319, 2.05662, 1100.5, 1034.5, 1133.5, 1001.5, 1164.5, 969.5, 5.06769
487.5, 480, 1148, 1090.14, 1053.79, 1.3932, 0.0166617, 4.28815, 2.21276, 0.203475, 15.137, 1.28217, 1.06703, 8.68703, 2.05879, 1123.5, 1056.5, 1156.5, 1023.5, 1188.5, 991.5, 1.75242
502.5, 495, 1164, 1095.38, 1066.81, 1.50734, 0.0171446, 4.31084, 2.06083, 0.217507, 14.6779, 1.28598, 1.06992, 1.36114, 2.06111, 1128.5, 1061.5, 1161.5, 1028.5, 1194.5, 996.5, 2.07322
517.5, 510, 1247, 1111.34, 1082.56, 1.43893, 0.0175974, 4.09152, 2.18939, 0.210491, 14.8624, 1.25262, 1.31469, 1.33285, 2.06402, 1145.5, 1077.5, 1178.5, 1044.5, 1210.5, 1011.5, 4.06951
532.5, 525, 1136, 1126.04, 1094.85, 1.41858, 0.0169635, 4.20496, 2.07251, 0.196458, 12.8413, 1.20813, 1.16646, 6.00179, 2.06597, 1160.5, 1092.5, 1193.5, 1058.5, 1226.5, 1025.5, 0.296828
547.5, 540, 1121, 1138.71, 1112.06, 1.51384, 0.0166919, 4.24277, 2.09199, 0.191781, 12.7071, 1.19733, 1.11733, 1.51199, 2.06819, 1172.5, 1104.5, 1206.5, 1070.5, 1239.5, 1038.5, -0.524963
562.5, 555, 1170, 1151.64, 1125.07, 1.64083, 0.016541, 4.51504, 1.96343, 0.180087, 12.6086, 1.12774, 1.12971, 1.31568, 2.07049, 1186.5, 1117.5, 1219.5, 1083.5, 1252.5, 1050.5, 0.541127
577.5, 570, 1125, 1172.3, 1131.89, 1.58183, 0.0153034, 4.15958, 2.16991, 0.156699, 11.8706, 1.1325, 13.1989, 4.05921, 2.07316, 1206.5, 1137.5, 1241.5, 1103.5, 1274.5, 1070.5, -1.3816
592.5, 585, 1134, 1164.08, 1138.66, 1.55656, 0.016541, 4.26546, 2.19328, 0.170732, 11.531, 1.13822, 1.12702, 1.35498, 2.07527, 1198.5, 1129.5, 1232.5, 1095.5, 1265.5, 1062.5, -0.881754
607.5, 600, 1226, 1180.63, 1146.79, 1.62989, 0.0162391, 3.98563, 2.05693, 0.180087, 11.4241, 1.14235, 0.761038, 10.5683, 2.07798, 1215.5, 1145.5, 1249.5, 1111.5, 1283.5, 1078.5, 1.32032
622.5, 615, 1135, 1178.71, 1154.24, 1.75446, 0.0178691, 4.40916, 2.09199, 0.19412, 10.9586, 1.07276, 0.809903, 1.08626, 2.08025, 1213.5, 1143.5, 1247.5, 1109.5, 1281.5, 1076.5, -1.27325
637.5, 630, 1216, 1177.84, 1153.65, 1.73849, 0.0163297, 4.22765, 2.06083, 0.17307, 10.967, 1.10867, 0.762648, 1.04826, 2.08266, 1212.5, 1143.5, 1246.5, 1108.5, 1280.5, 1075.5, 1.11192
652.5, 645, 1192, 1180.57, 1156.44, 1.87892, 0.017205, 4.34109, 2.18159, 0.15436, 10.4848, 1.09437, 0.775951, 1.11667, 2.0851, 1215.5, 1145.5, 1249.5, 1111.5, 1283.5, 1078.5, 0.332609
667.5, 660, 1209, 1182.66, 1158.99, 2.03236, 0.017537, 3.95538, 2.2673, 0.175409, 10.2584, 1.02987, 0.754598, 1.08232, 2.08785, 1217.5, 1147.5, 1251.5, 1113.5, 1285.5, 1080.5, 0.766068
682.5, 675, 1159, 1184.11, 1160.65, 2.30615, 0.0193179, 3.81925, 2.1738, 0.109923, 9.97115, 1.05338, 0.784727, 1.14075, 2.09027, 1218.5, 1149.5, 1253.5, 1114.5, 1286.5, 1081.5, -0.729831
697.5, 690, 1147, 1177.52, 1153.7, 2.38551, 0.0189557, 4.06883, 2.22834, 0.116939, 9.91873, 1.02002, 0.871053, 1.10413, 2.09291, 1212.5, 1142.5, 1246.5, 1108.5, 1279.5, 1075.5, -0.889523
712.5, 705, 1157, 1174.23, 1150.54, 2.40377, 0.0178993, 4.00832, 2.3569, 0.116939, 9.69021, 0.996819, 0.884264, 1.11677, 2.09552, 1208.5, 1139.5, 1243.5, 1105.5, 1276.5, 1072.5, -0.502732
727.5, 720, 1151, 1196.03, 1145.78, 2.47354, 0.0205555, 3.69825, 2.18939, 0.0818576, 9.42395, 1.01906, 28.1334, 1.11028, 2.09788, 1231.5, 1160.5, 1265.5, 1126.5, 1299.5, 1092.5, -1.30212
742.5, 735, 1150, 1158.99, 1136.6, 2.44349, 0.019982, 3.75119, 2.24782, 0.0982292, 9.43653, 0.990464, 0.162088, 1.13999, 2.10087, 1193.5, 1124.5, 1227.5, 1090.5, 1260.5, 1057.5, -0.264194
757.5, 750, 1101, 1152.07, 1129.55, 2.69426, 0.0193783, 4.03858, 2.24003, 0.116939, 8.97948, 0.996183, 0.179307, 1.14962, 2.10316, 1186.5, 1117.5, 1220.5, 1083.5, 1253.5, 1050.5, -1.50454
772.5, 765, 1133, 1140.48, 1116.61, 2.96439, 0.0202838, 4.12933, 2.46598, 0.0865352, 9.26042, 0.977753, 0.157344, 1.70786, 2.10578, 1174.5, 1106.5, 1208.5, 1072.5, 1241.5, 1039.5, -0.221519
787.5, 780, 1137, 1154.58, 1108.13, 4.24098, 0.021461, 3.88732, 2.57506, 0.0748413, 8.93336, 0.942164, 0.483352, 23.1858, 2.10814, 1189.5, 1120.5, 1222.5, 1086.5, 1255.5, 1053.5, -0.517399
802.5, 795, 1099, 1113.87, 1091.37, 2.98552, 0.020646, 4.38647, 2.2673, 0.0865352, 8.8474, 0.926911, 0.141556, 0.723582, 2.11188, 1147.5, 1080.5, 1180.5, 1046.5, 1213.5, 1014.5, -0.445569
817.5, 810, 1061, 1102.5, 1080.47, 2.56432, 0.0233324, 4.22765, 2.34521, 0.109923, 8.83692, 0.928818, 0.149506, 0.723274, 2.11363, 1136.5, 1068.5, 1169.5, 1035.5, 1201.5, 1003.5, -1.24971
832.5, 825, 1085, 1095.88, 1060.48, 5.15983, 0.0248114, 3.86463, 2.54779, 0.107584, 8.79709, 0.892275, 0.153602, 11.745, 2.11603, 1129.5, 1062.5, 1162.5, 1029.5, 1194.5, 997.5, -0.328776
847.5, 840, 1093, 1073.5, 1050.02, 2.5276, 0.0240267, 4.30328, 2.51662, 0.0935516, 8.48889, 0.94121, 0.168906, 2.29013, 2.11884, 1106.5, 1040.5, 1139.5, 1007.5, 1171.5, 975.5, 0.595311
862.5, 855, 1048, 1053.94, 1030.26, 2.36019, 0.0276488, 4.15958, 2.60233, 0.0795188, 8.43858, 0.880836, 2.6866, 0.321275, 2.12126, 1086.5, 1021.5, 1119.5, 988.5, 1150.5, 957.5, -0.182855
877.5, 870, 1026, 1034.49, 1012.61, 2.81344, 0.0271054, 4.09908, 2.83218, 0.0958904, 8.61469, 0.885284, 0.0952053, 0.299509, 2.12422, 1067.5, 1001.5, 1099.5, 969.5, 1130.5, 938.5, -0.264108
892.5, 885, 980, 1014.81, 992.553, 2.63327, 0.0306068, 4.28815, 2.75426, 0.107584, 8.969, 0.868125, 0.192388, 0.286013, 2.12659, 1047.5, 982.5, 1078.5, 950.5, 1109.5, 919.5, -1.09268
907.5, 900, 1061, 1056.46, 972.63, 64.3745, 0.0316633, 4.5831, 2.82049, 0.102907, 8.51196, 0.879565, 0.0883826, 0.311263, 2.12941, 1089.5, 1023.5, 1121.5, 991.5, 1153.5, 959.5, 0.139591
922.5, 915, 966, 967.755, 947.352, 1.27405, 0.0363116, 4.38647, 2.89451, 0.0935516, 8.31278, 0.865265, 0.0925675, 0.315616, 2.13207, 999.5, 936.5, 1030.5, 905.5, 1060.5, 874.5, -0.0564271
937.5, 930, 877, 944.574, 923.446, 1.70722, 0.0400545, 4.56041, 2.82049, 0.0935516, 8.19747, 0.901808, 0.0906613, 0.582039, 2.13434, 975.5, 913.5, 1006.5, 882.5, 1036.5, 852.5, -2.19869
952.5, 945, 971, 924.506, 902.887, 1.87763, 0.0434351, 4.88562, 3.0854, 0.088874, 8.18699, 0.86749, 0.136369, 0.309521, 2.13718, 955.5, 893.5, 985.5, 863.5, 1015.5, 833.5, 1.52912
967.5, 960, 888, 943.472, 878.67, 45.2703, 0.0419259, 4.61335, 3.07371, 0.0912128, 8.22473, 0.845882, 0.087574, 0.414001, 2.13983, 974.5, 912.5, 1005.5, 881.5, 1035.5, 851.5, -1.80597
982.5, 975, 881, 874.599, 854.279, 0.849896, 0.0414731, 4.81755, 3.07761, 0.088874, 8.06749, 0.838573, 0.0889416, 0.306909, 2.14279, 904.5, 844.5, 934.5, 815.5, 962.5, 786.5, 0.216452
997.5, 990, 866, 846.495, 826.152, 0.334505, 0.0434955, 4.9915, 3.28018, 0.0935516, 8.20167, 0.831265, 0.0921594, 0.329547, 2.14515, 876.5, 816.5, 905.5, 787.5, 933.5, 759.5, 0.67041
1012.5, 1005, 848, 821.74, 800.911, 0.430519, 0.0469667, 5.00662, 3.38537, 0.114601, 8.41971, 0.852237, 0.0902538, 0.335206, 2.1481, 850.5, 792.5, 879.5, 764.5, 907.5, 736.5, 0.916057
1027.5, 1020, 773, 800.118, 778.926, 0.527668, 0.0485061, 4.95368, 3.5373, 0.119278, 8.57276, 0.855415, 0.0861376, 0.340865, 2.15074, 828.5, 771.5, 857.5, 743.5, 884.5, 715.5, -0.958696
1042.5, 1035, 761, 772.149, 750.176, 0.478738, 0.0494116, 5.90661, 3.77104, 0.102907, 8.26247, 0.829041, 0.0934233, 0.326064, 2.15317, 800.5, 743.5, 828.5, 716.5, 855.5, 689.5, -0.40121
1057.5, 1050, 734, 744.454, 722.354, 0.690495, 0.0502568, 5.67216, 3.88402, 0.0982292, 8.25408, 0.821732, 0.0880986, 0.385704, 2.15582, 772.5, 716.5, 799.5, 689.5, 825.5, 662.5, -0.383159
1072.5, 1065, 708, 721.503, 698.898, 0.757796, 0.0506491, 6.14862, 3.70481, 0.0537922, 8.26456, 0.859228, 0.245216, 0.362197, 2.15869, 748.5, 694.5, 775.5, 667.5, 801.5, 641.5, -0.502709
1087.5, 1080, 707, 694.465, 671.676, 0.356323, 0.0524602, 6.33769, 3.89181, 0.0958904, 8.37568, 0.806797, 0.357015, 0.353925, 2.16137, 721.5, 667.5, 747.5, 641.5, 773.5, 615.5, 0.475663
1102.5, 1095, 727, 669.122, 645.057, 0.823274, 0.0574406, 7.30574, 4.10997, 0.0982292, 8.19747, 0.81347, 0.114365, 0.38048, 2.16386, 695.5, 642.5, 721.5, 617.5, 746.5, 591.5, 2.2375
1117.5, 1110, 642, 646.316, 619.803, 1.42532, 0.0567464, 7.42674, 4.2658, 0.121617, 8.44906, 0.823956, 0.0877663, 1.68865, 2.16683, 672.5, 620.5, 697.5, 595.5, 722.5, 570.5, -0.169769
1132.5, 1125, 617, 618.38, 593.195, 0.214537, 0.0570784, 8.14522, 4.5385, 0.107584, 8.6692, 0.821097, 0.0783325, 0.383528, 2.16933, 643.5, 593.5, 668.5, 568.5, 692.5, 544.5, -0.0554842
1147.5, 1140, 572, 591.79, 564.728, 0.552245, 0.0584367, 8.82587, 5.03715, 0.119278, 8.90611, 0.850331, 0.0802731, 0.460146, 2.1722, 616.5, 566.5, 640.5, 542.5, 664.5, 519.5, -0.813505
1162.5, 1155, 572, 567.928, 540.051, 0.415529, 0.0673712, 9.33259, 5.56696, 0.133311, 8.77612, 0.833171, 0.0883533, 0.488443, 2.17483, 592.5, 543.5, 615.5, 519.5, 639.5, 496.5, 0.170884
1177.5, 1170, 562, 542.1, 511.09, 0.261421, 1.83568, 10.4141, 5.65656, 0.140327, 9.16608, 0.862088, 0.0912668, 0.404859, 2.17752, 565.5, 518.5, 589.5, 495.5, 611.5, 472.5, 0.854721
1192.5, 1185, 562, 518.761, 488.141, 0.194364, 0.0278299, 11.4729, 6.06172, 0.114601, 9.20591, 0.855097, 0.0966952, 0.410954, 2.1799, 542.5, 495.5, 564.5, 472.5, 586.5, 450.5, 1.89841
1207.5, 1200, 584, 494.591, 460.641, 0.197611, 0.0279808, 13.2955, 6.94604, 0.175409, 9.77407, 0.867808, 0.0929585, 0.389622, 2.18309, 517.5, 471.5, 539.5, 449.5, 561.5, 428.5, 4.02031
1222.5, 1215, 491, 473.091, 436.521, 0.23511, 0.0294296, 14.8308, 7.7953, 0.15436, 9.92502, 0.877658, 0.0982207, 0.43838, 2.18561, 495.5, 450.5, 516.5, 429.5, 538.5, 408.5, 0.823394
1237.5, 1230, 503, 453.33, 413.524, 0.336395, 0.0266829, 16.3282, 8.60561, 0.161376, 10.2332, 0.871303, 0.0995533, 0.955119, 2.18858, 475.5, 431.5, 496.5, 410.5, 517.5, 389.5, 2.33286
1252.5, 1245, 405, 426.194, 388.713, 0.635381, 0.0261094, 14.5358, 7.55767, 0.196458, 10.8915, 0.889733, 0.107032, 0.450134, 2.19095, 447.5, 405.5, 467.5, 384.5, 487.5, 364.5, -1.02663
1267.5, 1260, 430, 404.541, 367.041, 0.223589, 0.0261697, 14.3014, 7.81478, 0.215169, 11.2333, 0.930724, 0.118744, 0.441862, 2.19431, 425.5, 383.5, 445.5, 363.5, 464.5, 344.5, 1.26578
1282.5, 1275, 386, 382.863, 342.947, 0.551177, 0.0258981, 14.7476, 8.5199, 0.243234, 11.9503, 0.96536, 0.127032, 0.587699, 2.19719, 402.5, 362.5, 422.5, 343.5, 441.5, 324.5, 0.160338
1297.5, 1290, 405, 363.318, 322.109, 0.223767, 0.0291278, 15.8669, 8.60951, 0.240895, 12.4891, 0.978071, 0.130139, 0.441427, 2.2, 382.5, 343.5, 401.5, 324.5, 420.5, 306.5, 2.18676
1312.5, 1305, 356, 341.572, 299.406, 0.245407, 0.030637, 16.7064, 9.28736, 0.254928, 11.8832, 0.950108, 0.133819, 0.4719, 2.20231, 360.5, 322.5, 378.5, 304.5, 396.5, 286.5, 0.780656
1327.5, 1320, 354, 323.711, 280.225, 0.253503, 1.51963, 16.7291, 9.35748, 0.219846, 11.6631, 0.921192, 0.148529, 0.468853, 2.20539, 342.5, 305.5, 360.5, 287.5, 377.5, 269.5, 1.68345
1342.5, 1335, 329, 301.394, 258.788, 0.318558, 0.0229098, 15.9501, 10.2496, 0.215169, 12.0824, 0.919603, 0.155835, 0.483219, 2.20804, 319.5, 283.5, 336.5, 266.5, 353.5, 249.5, 1.59017
1357.5, 1350, 291, 283.642, 241.192, 0.354767, 0.00603685, 15.1787, 10.4132, 0.245573, 12.466, 0.914519, 0.164659, 0.495408, 2.21071, 300.5, 266.5, 317.5, 249.5, 334.5, 233.5, 0.436893
1372.5, 1365, 284, 274.028, 223.939, 0.691229, 0.00624814, 15.6627, 10.2886, 0.224524, 12.726, 0.938986, 0.176627, 7.16078, 2.2135, 291.5, 256.5, 307.5, 240.5, 323.5, 224.5, 0.602402
1387.5, 1380, 260, 249.628, 206.4, 0.280237, 0.00654998, 15.0426, 10.5145, 0.285332, 13.139, 0.945024, 0.195942, 0.602065, 2.2164, 265.5, 233.5, 281.5, 217.5, 297.5, 202.5, 0.656485
1402.5, 1395, 242, 233.173, 189.13, 0.293626, 0.00651979, 14.9064, 11.4027, 0.280655, 13.0531, 0.968538, 0.18925, 0.723087, 2.21903, 248.5, 217.5, 264.5, 202.5, 278.5, 187.5, 0.578059
1417.5, 1410, 206, 218.901, 174.112, 0.292625, 0.00603685, 15.4963, 12.3844, 0.226863, 12.552, 0.930089, 0.185266, 0.493667, 2.2216, 234.5, 203.5, 248.5, 188.5, 263.5, 174.5, -0.87195
1432.5, 1425, 185, 206.794, 157.802, 0.483809, 0.00648961, 16.8047, 14.7803, 0.21283, 12.9168, 0.921192, 0.1897, 0.45144, 2.22483, 221.5, 191.5, 235.5, 177.5, 249.5, 163.5, -1.51553
1447.5, 1440, 177, 198.231, 144.16, 0.322406, 0.00667072, 19.2324, 17.593, 0.21283, 12.9105, 0.89863, 0.200086, 0.466241, 2.22758, 212.5, 183.5, 226.5, 169.5, 240.5, 155.5, -1.50791
1462.5, 1455, 1676, 1596.92, 132.054, 1.495, 0.0070933, 975.558, 470.173, 0.245573, 13.5667, 0.884013, 0.206591, 0.50368, 2.23029, 1637.5, 1556.5, 1677.5, 1516.5, 1716.5, 1477.5, 1.97882
1477.5, 1470, 144, 136.138, 117.731, 0.370513, 0.00688201, 0, 0, 0.23154, 13.9168, 0.894182, 0.21168, 0.541553, 2.23321, 148.5, 123.5, 159.5, 112.5, 171.5, 101.5, 0.673835
1492.5, 1485, 100, 127.642, 106.746, 1.31173, 0.00651979, 0, 0, 0.275977, 15.3676, 0.897677, 0.208627, 0.590746, 2.23634, 139.5, 115.5, 150.5, 104.5, 161.5, 93.5, -2.44662
1507.5, 1500, 105, 119.53, 95.7611, 0.981518, 0.00688201, 0, 0, 0.294687, 16.462, 0.906574, 2.05893, 0.819295, 2.23915, 130.5, 108.5, 141.5, 97.5, 152.5, 86.5, -1.32902
1522.5, 1515, 615, 581.054, 85.1451, 0.233242, 0.00546335, 0, 0, 13.5182, 460.581, 18.4194, 0.212896, 0.697402, 2.2418, 605.5, 556.5, 629.5, 532.5, 653.5, 509.5, 1.40825
1537.5, 1530, 88, 80.7696, 75.7966, 0.316267, 0.00588593, 0, 0, 0.00233879, 0.144661, 0.644103, 0.163748, 1.4514, 2.24463, 90.5, 71.5, 99.5, 62.5, 107.5, 53.5, 0.804524
1552.5, 1545, 75, 71.4463, 66.935, 0.575153, 0.00742532, 0, 0, 0.00233879, 0.125792, 0.642197, 0.155889, 0.754431, 2.24806, 80.5, 62.5, 88.5, 54.5, 97.5, 45.5, 0.420432
1567.5, 1560, 76, 63.3466, 59.1876, 0.292447, 0.00796864, 0, 0, 0, 0.113213, 0.619, 0.160178, 0.715686, 2.25057, 71.5, 54.5, 79.5, 46.5, 87.5, 39.5, 1.5898
1582.5, 1575, 55, 62.7536, 52.1974, 6.68948, 0.00706311, 0, 0, 0.00233879, 0.0901513, 0.59771, 0.169121, 0.747466, 2.25287, 71.5, 54.5, 79.5, 46.5, 86.5, 38.5, -0.978781
1597.5, 1590, 42, 50.0146, 45.5963, 0.460812, 0.00694237, 0, 0, 0, 0.102731, 0.601523, 0.175688, 0.814942, 2.25571, 57.5, 42.5, 64.5, 35.5, 71.5, 28.5, -1.13327
1612.5, 1605, 49, 45.4411, 39.0853, 0.147814, 0.00642924, 0, 0, 0.0116939, 0.102731, 0.564981, 2.48121, 0.782728, 2.25823, 52.5, 38.5, 59.5, 32.5, 66.5, 26.5, 0.544604
1627.5, 1620, 44, 47.4092, 33.4068, 3.64212, 0.00543316, 0, 0, 0.00467758, 0.0922478, 0.585953, 6.60809, 0.802753, 2.26107, 54.5, 40.5, 61.5, 33.5, 68.5, 27.5, -0.476878
1642.5, 1635, 32, 33.4631, 28.6867, 1.0621, 0.00603685, 0, 0, 0.00467758, 0.0901513, 0.546868, 0.0312703, 0.771409, 2.26397, 39.5, 27.5, 45.5, 21.5, 52.5, 17.5, -0.226118
1657.5, 1650, 32, 29.1685, 24.3702, 0.0585161, 0.00658016, 0, 0, 0, 0.113213, 0.551635, 0.0303102, 1.77137, 2.26664, 34.5, 23.5, 40.5, 18.5, 46.5, 14.5, 0.545002
1672.5, 1665, 26, 25.2546, 20.8691, 0.420845, 0.00591611, 0, 0, 0.00233879, 0.104827, 0.565298, 0.291717, 0.725264, 2.26933, 30.5, 19.5, 35.5, 15.5, 41.5, 11.5, 0.179598
1687.5, 1680, 25, 21.1044, 17.0465, 0.189582, 0.00591611, 0, 0, 0.00233879, 0.106924, 0.564027, 0.140144, 0.777068, 2.27189, 25.5, 15.5, 30.5, 11.5, 35.5, 8.5, 0.856313
1702.5, 1695, 24, 18.0111, 14.2134, 0.099751, 0.00627832, 0, 0, 0.00467758, 0.0880547, 0.544326, 0.0248277, 0.754866, 2.27493, 22.5, 13.5, 26.5, 9.5, 31.5, 6.5, 1.37461
1717.5, 1710, 15, 15.1388, 11.3664, 0.060162, 0.00588593, 0, 0, 0, 0.0796686, 0.537971, 0.0247309, 0.786646, 2.27735, 18.5, 10.5, 23.5, 7.5, 27.5, 4.5, 0.0062551
