xunit, xunit_low, fitted_data, total_model, Ac228_holders, Co60_cables, K40_close, K40_far, K42_close_coax, K42_far, K42_inside_ms, Th228_cables, U238_cables, 1sig_p, 1sig_m, 2sig_p, 2sig_m, 3sig_p, 3sig_m, norm_pois_res
11583.5, 11539.5, 2, 0.670109, 0.0494253, 0.034601, 0, 0, 0.0215565, 0.0736553, 0.0246287, 0.0389331, 0.427309, 0.1, 0, 0.166667, 0, 0.3, 0, 1.08309
11671.5, 11627.5, 2, 0.678095, 0.0187055, 0.0347953, 0, 0, 0.0329021, 0.0715508, 0.0221346, 0.0373762, 0.460631, 0.1, 0, 0.166667, 0, 0.3, 0, 1.08008
11759.6, 11715.5, 2, 0.490858, 0.0160586, 0.0347953, 0, 0, 0.0181529, 0.119953, 0.0260316, 0.0393441, 0.236523, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.972171
11847.6, 11803.6, 1, 0.936298, 0.0232303, 0.0349149, 0, 0, 0.0249602, 0.514535, 0.0274345, 0.0359342, 0.27529, 0.1, 0, 0.233333, 0, 0.3, 0, 1.13254
11935.6, 11891.6, 1, 0.441559, 0.0173303, 0.0349746, 0, 0, 0.0215565, 0.0252532, 0.0194847, 0.037216, 0.285744, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.93544
12023.7, 11979.6, 1, 0.49496, 0.0663564, 0.0357817, 0, 0, 0.0136147, 0.0252532, 0.021667, 0.039574, 0.292713, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.980858
12111.7, 12067.7, 0, 0.478653, 0.0127537, 0.0372017, 0, 0, 0.0124801, 0.0220966, 0.0201082, 0.0381773, 0.335836, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.963626
12199.7, 12155.7, 0, 0.605735, 0.00141215, 0.0384273, 0, 0, 0.020422, 0.0305143, 0.0208876, 0.0465087, 0.447563, 0.1, 0, 0.166667, 0, 0.3, 0, 1.04835
12287.8, 12243.8, 0, 0.661481, 0.00289085, 0.0389803, 0, 0, 0.0124801, 0.0315665, 0.0202641, 0.0371707, 0.518128, 0.1, 0, 0.166667, 0, 0.3, 0, 1.06671
12375.8, 12331.8, 1, 1.26959, 0.0040812, 0.0406094, 0, 0, 0.0158838, 0.0273577, 0.0194847, 0.0459827, 1.11619, 0.166667, 0, 0.233333, 0, 0.366667, 0, 1.07815
12463.8, 12419.8, 0, 0.438826, 0.00132343, 0.039892, 0, 0, 0.010211, 0.0231488, 0.0188612, 0.0461429, 0.299247, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.929502
12551.9, 12507.9, 0, 0.491492, 0.000133082, 0.0409831, 0, 0, 0.0124801, 0.0210444, 0.0205758, 0.0445408, 0.351735, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.973512
12639.9, 12595.9, 0, 0.489533, 0.000694986, 0.0418649, 0, 0, 0.00794189, 0.024201, 0.0185494, 0.0414966, 0.354784, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.969373
12727.9, 12683.9, 0, 0.531469, 2.95739e-05, 0.0443162, 0, 0, 0.00907644, 0.0178877, 0.0158995, 0.0437397, 0.40052, 0.1, 0, 0.166667, 0, 0.233333, 0, 1.00463
12816, 12772, 0, 0.568375, 3.69673e-05, 0.0458855, 0, 0, 0.00680733, 0.0210444, 0.0176142, 0.0435795, 0.433407, 0.1, 0, 0.166667, 0, 0.233333, 0, 1.02709
12904, 12860, 1, 0.643811, 2.95739e-05, 0.0438977, 0, 0, 0.00794189, 0.0294621, 0.0199523, 0.0527119, 0.489815, 0.1, 0, 0.166667, 0, 0.3, 0, 1.06887
12992.1, 12948, 1, 1.85446, 0.000236591, 0.0485161, 0, 0, 0.00907644, 0.0189399, 0.0163671, 0.0398944, 1.72143, 0.233333, 0.0333333, 0.3, 0, 0.5, 0, 0.754302
13080.1, 13036.1, 0, 0.492333, 0, 0.0521032, 0, 0, 0.00794189, 0.0220966, 0.0174583, 0.044701, 0.348032, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.975292
13168.1, 13124.1, 1, 0.5995, 0, 0.0528954, 0, 0, 0.00453822, 0.0189399, 0.0129378, 0.046944, 0.463244, 0.1, 0, 0.166667, 0, 0.3, 0, 1.03602
13256.2, 13212.1, 4, 0.530015, 0, 0.0539715, 0, 0, 0.0113456, 0.0210444, 0.0143407, 0.0507893, 0.378523, 0.1, 0, 0.166667, 0, 0.233333, 0, 1.00162
13344.2, 13300.2, 1, 0.593363, 0, 0.0588441, 0, 0, 0.00794189, 0.024201, 0.014029, 0.0501484, 0.438198, 0.1, 0, 0.166667, 0, 0.3, 0, 1.04166
13432.2, 13388.2, 3, 3.64898, 0, 0.0625956, 0, 0, 0.0124801, 0.0168355, 0.0173024, 0.0455021, 3.49426, 0.366667, 0.1, 0.5, 0, 0.7, 0, -0.269841
13520.3, 13476.2, 3, 1.31064, 0, 0.06835, 0, 0, 0.00340367, 0.0252532, 0.0148084, 0.0536732, 1.14515, 0.166667, 0, 0.233333, 0, 0.366667, 0, 1.05336
13608.3, 13564.3, 2, 0.265841, 0, 0.0740147, 0, 0, 0.00453822, 0.0252532, 0.0166789, 0.0512699, 0.0940863, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.762038
13696.3, 13652.3, 1, 0.277312, 0, 0.079784, 0, 0, 0.00567278, 0.0273577, 0.0134055, 0.0559163, 0.0951753, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.774207
13784.4, 13740.4, 0, 0.296474, 0, 0.0883782, 0, 0, 0.00340367, 0.024201, 0.015276, 0.0547948, 0.110421, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.804472
13872.4, 13828.4, 1, 0.340096, 0, 0.100709, 0, 0, 0.00453822, 0.0252532, 0.0141849, 0.0531926, 0.142218, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.842149
13960.4, 13916.4, 1, 0.598343, 0, 0.107868, 0, 0, 0.00567278, 0.0420887, 0.0104438, 0.0583196, 0.37395, 0.1, 0, 0.166667, 0, 0.3, 0, 1.03374
14048.5, 14004.5, 1, 0.377562, 0, 0.0958066, 0, 0, 0.00567278, 0.0410365, 0.0166789, 0.0626455, 0.155722, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.87814
14136.5, 14092.5, 0, 0.330076, 0, 0.0998272, 0, 0, 0.00113456, 0.0410365, 0.00919678, 0.0604024, 0.118479, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.835241
14224.6, 14180.5, 0, 0.342967, 0, 0.103549, 0, 0, 0.00567278, 0.033671, 0.0151201, 0.0616841, 0.123271, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.84879
14312.6, 14268.6, 0, 0.361959, 0, 0.109901, 0, 0, 0.00567278, 0.0473498, 0.0138731, 0.0677725, 0.11739, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.859398
14400.6, 14356.6, 1, 0.36388, 0, 0.113488, 0, 0, 0.00567278, 0.0378799, 0.0138731, 0.0696951, 0.123271, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.863754
14488.7, 14444.6, 0, 0.360865, 0, 0.11298, 0, 0, 0.00340367, 0.0420887, 0.0113791, 0.0720984, 0.118915, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.856917
14576.7, 14532.7, 0, 0.359314, 0, 0.109348, 0, 0, 0.00567278, 0.0420887, 0.0107556, 0.0720984, 0.11935, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.86993
14664.7, 14620.7, 0, 0.372559, 0, 0.104834, 0, 0, 0.00453822, 0.033671, 0.0141849, 0.0759436, 0.139387, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.866884
14752.8, 14708.8, 0, 0.778608, 0, 0.0964044, 0, 0, 0.0249602, 0.395634, 0.0288374, 0.0861976, 0.146574, 0.1, 0, 0.166667, 0, 0.3, 0, 1.10741
14840.8, 14796.8, 0, 0.443776, 0, 0.0952835, 0, 0, 0.00340367, 0.00526109, 0.00748213, 0.0951698, 0.237176, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.940267
14928.8, 14884.8, 4, 1.73787, 0, 0.0933255, 0, 0, 0.00453822, 0.00315665, 0.00935266, 0.0929268, 1.53457, 0.166667, 0, 0.3, 0, 0.433333, 0, 0.826449
15016.9, 14972.9, 0, 0.245433, 0, 0.0973162, 0, 0, 0, 0.00315665, 0.00841739, 0.106706, 0.0298376, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.74282
15104.9, 15060.9, 0, 0.362009, 0, 0.100619, 0, 0, 0.00113456, 0.00315665, 0.010132, 0.112153, 0.134814, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.859511
15192.9, 15148.9, 1, 0.970103, 0, 0.795299, 0, 0, 0.00113456, 0.00946996, 0.00732625, 0.116799, 0.0400738, 0.1, 0, 0.233333, 0, 0.366667, 0, 1.13968
15281, 15237, 0, 1.60888, 0, 1.40038, 0, 0, 0.00226911, 0.00841774, 0.00732625, 0.112954, 0.0775341, 0.166667, 0, 0.3, 0, 0.433333, 0, 0.906281
15369, 15325, 0, 0.157622, 0, 1.49464e-05, 0, 0, 0.00453822, 0.00420887, 0.00872915, 0.120965, 0.0191657, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.630879
15457.1, 15413, 2, 0.170721, 0, 4.48393e-05, 0, 0, 0.00226911, 0.00841774, 0.00748213, 0.122888, 0.0296198, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.653058
15545.1, 15501.1, 0, 0.157738, 0, 1.49464e-05, 0, 0, 0.00453822, 0.00210444, 0.00810564, 0.120324, 0.0226504, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.631213
15633.1, 15589.1, 0, 0.17565, 0, 1.49464e-05, 0, 0, 0.00226911, 0.00315665, 0.00701449, 0.141633, 0.0215614, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.65164
15721.2, 15677.1, 0, 0.18154, 0, 0, 0, 0, 0, 0.00526109, 0.00607923, 0.148202, 0.021997, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.667949
15809.2, 15765.2, 0, 0.214663, 0, 2.98929e-05, 0, 0, 0.00113456, 0.00420887, 0.00701449, 0.167428, 0.0348468, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.710713
15897.2, 15853.2, 0, 1.07607, 0, 2.98929e-05, 0, 0, 0.00113456, 0.00210444, 0.00529984, 1.04398, 0.0235216, 0.1, 0, 0.233333, 0, 0.366667, 0, 1.13271
15985.3, 15941.3, 0, 0.133711, 0, 0, 0, 0, 0.00113456, 0.00526109, 0.00576747, 0.0938881, 0.0276596, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.590009
16073.3, 16029.3, 0, 0.126045, 0, 0, 0, 0, 0.00340367, 0.00526109, 0.00545572, 0.0903633, 0.0215614, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.581211
16161.3, 16117.3, 0, 0.188578, 0, 0, 0, 0, 0.00113456, 0.00315665, 0.00561159, 0.137948, 0.0407272, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.671922
16249.4, 16205.4, 1, 0.16499, 0, 0, 0, 0, 0, 0.00526109, 0.00436457, 0.135545, 0.0198191, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.636866
16337.4, 16293.4, 0, 0.281591, 0, 0, 0, 0, 0.00113456, 0.00526109, 0.00514396, 0.162462, 0.107589, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.784593
16425.4, 16381.4, 0, 0.177932, 0, 0, 0, 0, 0, 0.00315665, 0.00514396, 0.152208, 0.0174234, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.657962
16513.5, 16469.5, 0, 0.310774, 0, 0, 0, 0, 0.00226911, 0.00420887, 0.00498808, 0.167108, 0.1322, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.822441
16601.5, 16557.5, 1, 0.227101, 0, 0, 0, 0, 0, 0.00315665, 0.00342931, 0.186975, 0.03354, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.727484
16689.6, 16645.5, 0, 0.200496, 0, 0, 0, 0, 0.00113456, 0.00420887, 0.00514396, 0.182169, 0.00784053, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.688689
16777.6, 16733.6, 0, 0.227998, 0, 0, 0, 0, 0, 0.00315665, 0.00296167, 0.186815, 0.0350646, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.729807
16865.6, 16821.6, 0, 0.211395, 0, 0, 0, 0, 0, 0.00210444, 0.00311755, 0.188097, 0.0180768, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.702123
16953.7, 16909.6, 0, 0.257138, 0, 0, 0, 0, 0.00226911, 0.00526109, 0.00358518, 0.241449, 0.00457364, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.756336
17041.7, 16997.7, 0, 0.272936, 0, 0, 0, 0, 0, 0, 0.00561159, 0.260355, 0.00696936, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.77947
17129.7, 17085.7, 0, 0.256807, 0, 0, 0, 0, 0.00113456, 0.00210444, 0.00296167, 0.235361, 0.0152455, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.755513
17217.8, 17173.8, 0, 0.257954, 0, 0, 0, 0, 0, 0.00210444, 0.00311755, 0.246416, 0.00631598, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.758364
17305.8, 17261.8, 0, 0.250934, 0, 0, 0, 0, 0, 0, 0.00327343, 0.235682, 0.0119786, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.756681
17393.8, 17349.8, 0, 0.248385, 0, 0, 0, 0, 0, 0.00105222, 0.00187053, 0.233919, 0.011543, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.750255
17481.9, 17437.9, 0, 0.289547, 0, 0, 0, 0, 0, 0.00105222, 0.00327343, 0.272372, 0.0128498, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.787824
17569.9, 17525.9, 0, 0.267265, 0, 0, 0, 0, 0, 0, 0.00187053, 0.256029, 0.00936507, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.765531
17657.9, 17613.9, 0, 0.282933, 0, 0, 0, 0, 0.00113456, 0.00105222, 0.00264992, 0.255228, 0.0228682, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.787856
17746, 17702, 0, 0.273644, 0, 0, 0, 0, 0.00226911, 0.00315665, 0.00187053, 0.254587, 0.0117608, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.781213
17834, 17790, 1, 0.28999, 0, 0, 0, 0, 0, 0.00841774, 0.00264992, 0.268687, 0.0102362, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.788888
17922.1, 17878, 0, 0.315045, 0, 0, 0, 0, 0.00113456, 0.00736553, 0.0028058, 0.297205, 0.00653377, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.81628
18010.1, 17966.1, 0, 0.319306, 0, 0, 0, 0, 0.00113456, 0.00105222, 0.0028058, 0.293841, 0.0204725, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.826317
18098.1, 18054.1, 0, 0.31536, 0, 0, 0, 0, 0, 0.00210444, 0.00249404, 0.300089, 0.0106718, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.81702
18186.2, 18142.1, 0, 0.356904, 0, 0, 0, 0, 0.00113456, 0.00210444, 0.00187053, 0.33742, 0.0143743, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.864386
18274.2, 18230.2, 1, 0.336807, 0, 0, 0, 0, 0.00113456, 0, 0.00218229, 0.32957, 0.00392026, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.834557
18362.2, 18318.2, 0, 0.340058, 0, 0, 0, 0, 0, 0.00315665, 0.00109114, 0.333415, 0.00239572, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.842061
18450.3, 18406.2, 0, 0.362241, 0, 0, 0, 0, 0, 0.00420887, 0.00155878, 0.329249, 0.0272241, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.860036
18538.3, 18494.3, 0, 0.348391, 0, 0, 0, 0, 0, 0, 0.00187053, 0.345431, 0.00108896, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.844878
18626.3, 18582.3, 0, 0.340272, 0, 0, 0, 0, 0.00113456, 0.00315665, 0.00187053, 0.328448, 0.0056626, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.842556
18714.4, 18670.4, 0, 0.324835, 0, 0, 0, 0, 0.00226911, 0.00210444, 0.00327343, 0.316752, 0.000435585, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.823023
18802.4, 18758.4, 0, 0.313939, 0, 0, 0, 0, 0, 0.00420887, 0.00109114, 0.308421, 0.000217792, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.813677
18890.4, 18846.4, 0, 0.4282, 0, 0, 0, 0, 0.00226911, 0.00631331, 0.00187053, 0.41753, 0.000217792, 0.1, 0, 0.166667, 0, 0.233333, 0, 0.923341
18978.5, 18934.5, 0, 0.326891, 0, 0, 0, 0, 0.00113456, 0.00841774, 0.000779388, 0.31547, 0.00108896, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.827811
19066.5, 19022.5, 0, 0.327454, 0, 0, 0, 0, 0.00453822, 0.00526109, 0.0014029, 0.314509, 0.00174234, 0.0333333, 0, 0.1, 0, 0.233333, 0, 0.829122
19154.6, 19110.5, 0, 0.345388, 0, 0, 0, 0, 0.00226911, 0.00526109, 0.00155878, 0.336299, 0, 0.0333333, 0, 0.166667, 0, 0.233333, 0, 0.8544
19242.6, 19198.6, 1, 0.670096, 0, 0, 0, 0, 0.00113456, 0.00315665, 0.00202641, 0.661382, 0.00239572, 0.1, 0, 0.166667, 0, 0.3, 0, 1.08307
19330.6, 19286.6, 0, 4.49677, 0, 0, 0, 0, 0, 0.00736553, 0.0028058, 4.4866, 0, 0.433333, 0.1, 0.633333, 0.0333333, 0.766667, 0, -0.667864
19418.7, 19374.6, 0, 0.0702621, 0, 0, 0, 0, 0.00226911, 0.00841774, 0.000935266, 0.05864, 0, 0.0333333, 0, 0.1, 0, 0.1, 0, 0.475772
19506.7, 19462.7, 0, 0.0821312, 0, 0, 0, 0, 0, 0.00736553, 0.00202641, 0.0727392, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.506501
19594.7, 19550.7, 1, 0.08007, 0, 0, 0, 0, 0.00113456, 0.00736553, 0.00171465, 0.0698553, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.498872
19682.8, 19638.8, 0, 0.0862752, 0, 0, 0, 0, 0, 0.0105222, 0.00109114, 0.0746619, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.507187
19770.8, 19726.8, 0, 0.0884532, 0, 0, 0, 0, 0, 0.00841774, 0.00264992, 0.0773856, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.514972
19858.8, 19814.8, 0, 0.0903628, 0, 0, 0, 0, 0, 0.0136788, 0.00218229, 0.0745016, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.521759
19946.9, 19902.9, 0, 0.0972003, 0, 0, 0, 0, 0.00113456, 0.00946996, 0.00296167, 0.0836341, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.531087
20034.9, 19990.9, 0, 0.0930477, 0, 0, 0, 0, 0, 0.00736553, 0.00124702, 0.0844352, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.516771
20122.9, 20078.9, 0, 0.103258, 0, 0, 0, 0, 0.00113456, 0.0126266, 0.00233816, 0.0871589, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.537112
20211, 20167, 0, 0.103258, 0, 0, 0, 0, 0.00226911, 0.0105222, 0.00202641, 0.0884406, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.537113
20299, 20255, 0, 0.0929783, 0, 0, 0, 0, 0, 0.0105222, 0.00202641, 0.0804297, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.51653
20387.1, 20343, 0, 0.102522, 0, 0, 0, 0, 0.00113456, 0.0147311, 0.000779388, 0.0858772, 0, 0.0333333, 0, 0.1, 0, 0.166667, 0, 0.534657
