bin_low_edge, bin_center, best, 0p5, 0p6, 0p7, 0p8, 0p9, 1p1, 1p2, 1p3, 1p4, 1p5
55920, 55927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55935, 55942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55950, 55957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55965, 55972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55980, 55987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55995, 56002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56010, 56017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56025, 56032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56040, 56047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56055, 56062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56070, 56077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56085, 56092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56100, 56107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56115, 56122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56130, 56137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56145, 56152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56160, 56167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56175, 56182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56190, 56197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56205, 56212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56220, 56227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56235, 56242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56250, 56257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56265, 56272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56280, 56287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56295, 56302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56310, 56317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56325, 56332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56340, 56347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56355, 56362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56370, 56377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56385, 56392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56400, 56407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56415, 56422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56430, 56437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56445, 56452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56460, 56467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56475, 56482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56490, 56497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56505, 56512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56520, 56527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56535, 56542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56550, 56557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56565, 56572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56580, 56587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56595, 56602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56610, 56617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56625, 56632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56640, 56647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56655, 56662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56670, 56677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56685, 56692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56700, 56707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56715, 56722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56730, 56737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56745, 56752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56760, 56767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56775, 56782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56790, 56797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56805, 56812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56820, 56827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56835, 56842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56850, 56857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56865, 56872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56880, 56887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56895, 56902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56910, 56917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56925, 56932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56940, 56947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56955, 56962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56970, 56977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56985, 56992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57000, 57007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57015, 57022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57030, 57037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57045, 57052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57060, 57067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57075, 57082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57090, 57097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57105, 57112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57120, 57127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57135, 57142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57150, 57157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57165, 57172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57180, 57187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57195, 57202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57210, 57217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57225, 57232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57240, 57247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57255, 57262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57270, 57277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57285, 57292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57300, 57307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57315, 57322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57330, 57337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57345, 57352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57360, 57367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57375, 57382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57390, 57397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57405, 57412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57420, 57427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57435, 57442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57450, 57457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57465, 57472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57480, 57487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57495, 57502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57510, 57517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57525, 57532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57540, 57547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57555, 57562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57570, 57577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57585, 57592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57600, 57607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57615, 57622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57630, 57637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57645, 57652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57660, 57667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57675, 57682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57690, 57697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57705, 57712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57720, 57727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57735, 57742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57750, 57757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57765, 57772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57780, 57787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57795, 57802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57810, 57817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57825, 57832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57840, 57847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57855, 57862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57870, 57877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57885, 57892.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57900, 57907.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57915, 57922.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57930, 57937.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57945, 57952.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57960, 57967.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57975, 57982.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57990, 57997.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58005, 58012.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58020, 58027.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58035, 58042.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58050, 58057.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58065, 58072.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58080, 58087.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58095, 58102.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58110, 58117.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58125, 58132.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58140, 58147.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58155, 58162.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58170, 58177.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58185, 58192.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58200, 58207.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58215, 58222.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58230, 58237.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58245, 58252.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58260, 58267.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58275, 58282.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58290, 58297.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58305, 58312.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58320, 58327.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58335, 58342.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58350, 58357.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58365, 58372.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58380, 58387.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58395, 58402.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58410, 58417.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58425, 58432.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58440, 58447.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58455, 58462.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58470, 58477.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58485, 58492.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58500, 58507.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58515, 58522.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58530, 58537.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58545, 58552.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58560, 58567.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58575, 58582.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58590, 58597.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58605, 58612.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58620, 58627.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58635, 58642.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58650, 58657.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58665, 58672.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58680, 58687.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58695, 58702.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58710, 58717.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58725, 58732.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58740, 58747.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58755, 58762.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58770, 58777.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58785, 58792.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58800, 58807.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58815, 58822.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58830, 58837.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58845, 58852.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58860, 58867.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58875, 58882.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58890, 58897.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58905, 58912.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58920, 58927.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58935, 58942.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58950, 58957.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58965, 58972.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58980, 58987.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58995, 59002.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59010, 59017.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59025, 59032.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59040, 59047.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59055, 59062.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59070, 59077.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59085, 59092.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59100, 59107.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59115, 59122.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59130, 59137.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59145, 59152.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59160, 59167.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59175, 59182.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59190, 59197.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59205, 59212.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59220, 59227.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59235, 59242.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59250, 59257.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59265, 59272.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59280, 59287.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59295, 59302.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59310, 59317.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59325, 59332.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59340, 59347.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59355, 59362.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59370, 59377.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59385, 59392.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59400, 59407.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59415, 59422.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59430, 59437.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59445, 59452.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59460, 59467.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59475, 59482.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59490, 59497.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59505, 59512.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59520, 59527.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59535, 59542.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59550, 59557.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59565, 59572.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59580, 59587.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59595, 59602.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59610, 59617.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59625, 59632.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59640, 59647.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59655, 59662.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59670, 59677.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59685, 59692.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59700, 59707.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59715, 59722.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59730, 59737.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59745, 59752.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59760, 59767.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59775, 59782.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59790, 59797.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59805, 59812.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59820, 59827.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59835, 59842.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59850, 59857.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59865, 59872.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59880, 59887.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59895, 59902.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59910, 59917.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59925, 59932.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59940, 59947.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59955, 59962.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59970, 59977.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59985, 59992.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60000, 60007.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60015, 60022.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60030, 60037.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60045, 60052.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60060, 60067.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60075, 60082.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60090, 60097.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60105, 60112.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60120, 60127.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60135, 60142.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60150, 60157.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60165, 60172.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60180, 60187.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60195, 60202.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60210, 60217.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60225, 60232.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60240, 60247.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60255, 60262.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60270, 60277.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60285, 60292.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60300, 60307.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60315, 60322.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60330, 60337.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60345, 60352.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60360, 60367.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60375, 60382.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60390, 60397.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60405, 60412.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60420, 60427.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60435, 60442.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60450, 60457.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60465, 60472.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60480, 60487.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60495, 60502.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60510, 60517.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60525, 60532.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60540, 60547.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60555, 60562.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60570, 60577.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60585, 60592.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60600, 60607.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60615, 60622.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60630, 60637.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60645, 60652.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60660, 60667.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60675, 60682.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60690, 60697.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60705, 60712.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60720, 60727.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60735, 60742.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60750, 60757.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60765, 60772.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60780, 60787.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60795, 60802.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60810, 60817.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60825, 60832.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60840, 60847.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60855, 60862.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60870, 60877.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
